step,max_stretch_error,ground_penetrations,max_ground_pen,sphere_penetrations,max_sphere_pen,kinetic_energy,potential_energy,spring_energy,total_energy,has_nan_inf,step_time_ms,cumulative_time_ms
0,0,0,0,0,0,0,4291.86,0,4291.86,0,0,0
10,0,0,0,0,0,7.32207,4283.72,0,4291.04,0,0.012292,0.126625
20,0,0,0,0,0,28.5688,4260.86,0,4289.43,0,0.011666,0.243748
30,0,0,0,0,0,62.7083,4223.77,0,4286.48,0,0.010417,0.354122
40,0,0,0,0,0,108.766,4172.7,0,4281.46,0,0.01075,0.462037
50,0,0,0,0,0,165.825,4108.12,0,4273.95,0,0.010667,0.573205
60,0,0,0,0,0,233.021,4030.29,0,4263.32,0,0.012458,0.696787
70,0,0,0,0,0,309.542,3939.51,0,4249.06,0,0.012042,0.821412
80,0,0,0,0,0,394.613,3836.17,0,4230.79,0,0.011916,0.946036
90,0,0,0,0,0,487.522,3720.52,0,4208.04,0,0.013125,1.07362
100,0,0,0,0,0,587.591,3592.87,0,4180.46,0,0.010667,1.18137
110,0,0,0,0,0,694.174,3453.56,0,4147.73,0,0.01075,1.28933
120,0,0,0,0,0,806.682,3302.87,0,4109.56,0,0.010458,1.39737
130,0,0,0,0,0,924.532,3141.02,0,4065.56,0,0.015166,1.54079
140,0,0,0,0,0,1047.21,2968.39,0,4015.6,0,0.014083,1.68012
150,0,0,0,0,0,1174.23,2785.14,0,3959.38,0,0.011541,1.79345
160,0,0,0,0,0,1305.09,2591.57,0,3896.66,0,0.010959,1.90441
170,0,0,0,0,0,1439.39,2388,0,3827.39,0,0.011125,2.0152
180,0,0,0,0,0,1576.71,2174.58,0,3751.29,0,0.0115,2.12966
190,0,0,0,0,0,1716.67,1951.6,0,3668.27,0,0.010792,2.23858
200,0,0,0,0,0,1858.88,1719.28,0,3578.17,0,0.010625,2.34741
210,0,0,0,0,0,2003.02,1477.89,0,3480.91,0,0.010375,2.45791
220,0,0,0,0,0,2148.81,1227.6,0,3376.41,0,0.01175,2.5822
230,0,0,0,0,0,2295.91,968.667,0,3264.57,0,0.010542,2.69099
240,0.0815911,0,0,4,5.96046e-08,2398.22,701.62,0.460222,3100.3,0,0.010625,2.80162
250,0.567857,0,0,15,5.96046e-08,2329.1,442.745,145.055,2916.9,0,0.011834,2.91262
260,0.846934,0,0,14,5.96046e-08,2144.29,200.899,469.3,2814.49,0,0.01075,3.04174
270,1.07257,0,0,6,5.96046e-08,191.413,85.8815,679.192,956.486,0,0.010708,3.19878
280,1.33582,0,0,32,5.96046e-08,263.399,102.299,573.533,939.232,0,0.011042,3.31424
290,0.753694,0,0,8,5.96046e-08,380.72,153.538,362.162,896.42,0,0.011958,3.43228
300,0.441259,0,0,17,5.96046e-08,368.338,211.392,239.127,818.857,0,0.012458,3.55112
310,0.438877,0,0,13,5.96046e-08,369.952,263.568,148.653,782.173,0,0.011875,3.66799
320,0.827706,0,0,12,5.96046e-08,256.558,309.434,158.777,724.77,0,0.011916,3.78383
330,0.336891,0,0,11,5.96046e-08,233.9,347.155,109.576,690.631,0,0.011708,3.89703
340,0.627904,0,0,10,5.96046e-08,172.106,375.848,125.57,673.524,0,0.010875,4.00912
350,0.455241,0,0,5,5.96046e-08,151.153,393.983,129.746,674.882,0,0.010667,4.11999
360,0.387662,0,0,3,5.96046e-08,126.608,398.231,132.528,657.367,0,0.010666,4.23124
370,0.372568,0,0,3,5.96046e-08,139.986,388.883,125.426,654.295,0,0.0115,4.3432
380,0.352627,0,0,1,5.96046e-08,143.76,367.891,118.041,629.693,0,0.011792,4.4552
390,0.405496,0,0,0,0,163,337.612,112.48,613.092,0,0.011,4.56499
400,0.346237,0,0,0,0,174.696,297.836,117.909,590.441,0,0.011416,4.67774
410,0.304217,0,0,7,5.96046e-08,158.164,260.944,119.219,538.326,0,0.011125,4.79082
420,0.369016,0,0,13,5.96046e-08,124.94,230.052,131.186,486.179,0,0.011125,4.90166
430,0.651812,0,0,19,5.96046e-08,88.1625,215.294,144.804,448.26,0,0.01125,5.01711
440,0.56807,0,0,13,5.96046e-08,88.9188,213.971,128.951,431.841,0,0.011958,5.13374
450,0.405901,0,0,20,5.96046e-08,69.199,219.76,126.232,415.191,0,0.0125,5.25324
460,0.313434,0,0,13,5.96046e-08,68.599,226.037,106.889,401.525,0,0.011541,5.37378
470,0.347235,0,0,24,5.96046e-08,74.5022,233.225,77.4605,385.188,0,0.011125,5.48907
480,0.259066,0,0,14,5.96046e-08,68.175,241.075,69.3086,378.558,0,0.012,5.60832
490,0.270156,0,0,16,5.96046e-08,66.4868,248.132,58.2251,372.844,0,0.090833,5.81557
500,0.348359,0,0,18,5.96046e-08,54.2856,250.81,61.6267,366.722,0,0.011166,5.93266
510,0.3523,0,0,18,5.96046e-08,45.1748,246.895,63.5717,355.642,0,0.012292,6.04949
520,0.277207,0,0,15,5.96046e-08,38.4463,242.562,57.8177,338.826,0,0.011167,6.17024
530,0.287393,0,0,14,5.96046e-08,39.8498,238.972,58.683,337.504,0,0.011334,6.2947
540,0.30966,0,0,16,5.96046e-08,31.9331,235.877,60.5941,328.404,0,0.0115,6.40991
550,0.280912,0,0,10,5.96046e-08,30.9941,234.633,55.1774,320.804,0,0.011334,6.52562
560,0.225451,0,0,21,5.96046e-08,33.5644,235.211,48.3023,317.078,0,0.012167,6.65587
570,0.232551,0,0,17,5.96046e-08,31.9003,236.912,43.4509,312.263,0,0.011083,6.76595
580,0.27213,0,0,13,5.96046e-08,31.4482,238.82,41.1758,311.444,0,0.012208,6.8822
590,0.27458,0,0,14,5.96046e-08,27.7633,238.074,37.4998,303.337,0,0.011541,6.9982
600,0.250421,0,0,21,5.96046e-08,29.7179,233.238,36.5791,299.535,0,0.012291,7.11362
610,0.352826,0,0,19,5.96046e-08,30.7166,226.84,41.1309,298.687,0,0.012167,7.23487
620,0.277422,0,0,22,5.96046e-08,27.3073,220.697,44.9711,292.976,0,0.012208,7.3542
630,0.345014,0,0,22,5.96046e-08,23.4619,216.645,48.785,288.892,0,0.011125,7.47278
640,0.276324,0,0,15,5.96046e-08,25.9689,214.402,45.9999,286.37,0,0.011125,7.58753
650,0.281538,0,0,26,5.96046e-08,22.9449,213.009,48.4812,284.435,0,0.01225,7.7042
660,0.29593,0,0,28,5.96046e-08,16.8864,212.485,49.977,279.349,0,0.011084,7.81978
670,0.266118,0,0,19,5.96046e-08,18.7963,212.835,46.2429,277.875,0,0.011375,7.94262
680,0.252145,0,0,21,5.96046e-08,17.7927,213.527,40.8398,272.16,0,0.011167,8.0812
690,0.323477,0,0,14,5.96046e-08,13.6703,214.057,42.5414,270.269,0,0.01125,8.19524
700,0.255332,0,0,22,5.96046e-08,14.3481,214.299,38.3929,267.04,0,0.011875,8.31591
710,0.241101,0,0,14,5.96046e-08,13.4959,214.557,35.7278,263.781,0,0.0115,8.44695
720,0.246402,0,0,10,5.96046e-08,12.8509,215,34.4979,262.349,0,0.015667,8.58782
730,0.28491,0,0,24,5.96046e-08,11.3901,215.541,35.8187,262.75,0,0.01675,8.73086
740,0.247934,0,0,18,5.96046e-08,10.8256,215.722,32.5971,259.144,0,0.011875,8.86424
750,0.301139,0,0,22,5.96046e-08,10.6079,215.568,32.6277,258.804,0,0.01525,9.00078
760,0.228297,0,0,19,5.96046e-08,10.4095,215.455,32.6849,258.549,0,0.012208,9.11932
770,0.287192,0,0,15,5.96046e-08,9.07021,215.032,32.6256,256.727,0,0.014084,9.25416
780,0.244689,0,0,21,5.96046e-08,8.22367,214.18,32.6105,255.014,0,0.013458,9.38932
790,0.257974,0,0,14,5.96046e-08,10.1003,212.893,31.7816,254.775,0,0.014042,9.52328
800,0.226436,0,0,14,5.96046e-08,8.04285,211.73,33.818,253.591,0,0.013959,9.67241
810,0.274571,0,0,20,5.96046e-08,7.32754,210.803,34.7368,252.867,0,0.011916,9.78945
820,0.255668,0,0,17,5.96046e-08,7.34318,210.247,33.6472,251.238,0,0.011958,9.90487
830,0.23468,0,0,23,5.96046e-08,7.97482,210.346,33.1758,251.497,0,0.010875,10.015
840,0.28109,0,0,13,5.96046e-08,5.61611,210.921,34.4601,250.998,0,0.011209,10.1282
850,0.221629,0,0,14,5.96046e-08,6.21235,211.723,32.0836,250.019,0,0.012,10.2441
860,0.221482,0,0,11,5.96046e-08,6.37598,212.353,30.004,248.733,0,0.011375,10.3587
870,0.266047,0,0,20,5.96046e-08,6.34325,212.532,30.9814,249.857,0,0.013625,10.4902
880,0.251818,0,0,22,5.96046e-08,5.0975,212.385,31.4504,248.933,0,0.010958,10.6022
890,0.243612,0,0,14,5.96046e-08,5.34781,212.296,29.3939,247.038,0,0.011792,10.7177
900,0.25036,0,0,24,5.96046e-08,5.04945,212.428,30.2617,247.739,0,0.012,10.835
910,0.219806,0,0,16,5.96046e-08,5.61849,212.734,29.6699,248.023,0,0.011041,10.9491
920,0.246522,0,0,16,5.96046e-08,4.02597,212.997,29.2564,246.28,0,0.011083,11.0616
930,0.235287,0,0,21,5.96046e-08,4.65137,212.917,28.4495,246.018,0,0.011209,11.1737
940,0.256096,0,0,25,1.19209e-07,5.09622,212.661,29.0981,246.855,0,0.011167,11.2894
950,0.214386,0,0,19,5.96046e-08,4.49974,212.22,29.1915,245.911,0,0.011083,11.4032
960,0.227785,0,0,18,5.96046e-08,3.25857,211.793,30.1991,245.251,0,0.0115,11.5184
970,0.246223,0,0,26,5.96046e-08,4.31792,211.51,29.3032,245.131,0,0.011291,11.6334
980,0.215468,0,0,18,5.96046e-08,4.66547,211.291,29.6042,245.561,0,0.011375,11.7461
990,0.219686,0,0,22,5.96046e-08,3.00491,211.306,30.0287,244.34,0,0.011583,11.8625
1000,0.227336,0,0,14,5.96046e-08,3.40216,211.592,29.6599,244.654,0,0.011666,11.9764
1010,0.216606,0,0,15,5.96046e-08,4.24715,211.865,27.881,243.993,0,0.011167,12.0921
1020,0.244832,0,0,22,5.96046e-08,3.62881,212.16,28.7726,244.561,0,0.010958,12.2052
1030,0.244802,0,0,16,5.96046e-08,2.68587,212.427,28.6578,243.771,0,0.010917,12.3245
1040,0.199894,0,0,18,5.96046e-08,3.48455,212.619,27.5813,243.684,0,0.01125,12.4481
1050,0.209014,0,0,14,5.96046e-08,3.5143,212.594,27.1133,243.222,0,0.011584,12.5636
1060,0.233588,0,0,20,5.96046e-08,3.30484,212.48,28.3964,244.181,0,0.013083,12.693
1070,0.214525,0,0,14,5.96046e-08,2.15452,212.272,28.2223,242.649,0,0.011083,12.8026
1080,0.200873,0,0,17,5.96046e-08,3.33533,212.143,27.4467,242.925,0,0.012917,12.928
1090,0.212248,0,0,24,5.96046e-08,3.06609,212.117,27.7232,242.907,0,0.012,13.0435
1100,0.239099,0,0,18,5.96046e-08,2.70965,212.105,28.3257,243.14,0,0.011417,13.1581
1110,0.208941,0,0,20,5.96046e-08,1.93699,212.009,28.0419,241.988,0,0.010917,13.2676
1120,0.210662,0,0,22,5.96046e-08,3.4551,211.863,27.1498,242.468,0,0.015417,13.3887
1130,0.235249,0,0,18,5.96046e-08,2.57385,211.806,28.2367,242.616,0,0.010917,13.5023
1140,0.203511,0,0,17,5.96046e-08,2.44826,211.838,28.0831,242.37,0,0.011042,13.6139
1150,0.218897,0,0,24,5.96046e-08,1.81702,211.885,27.969,241.671,0,0.011125,13.7327
1160,0.208825,0,0,18,5.96046e-08,3.52207,211.943,26.7626,242.228,0,0.011083,13.8481
1170,0.197525,0,0,20,5.96046e-08,1.93439,211.97,28.2484,242.153,0,0.011791,13.9612
1180,0.222661,0,0,19,5.96046e-08,2.18204,212.072,27.4869,241.741,0,0.011417,14.0776
1190,0.211879,0,0,18,5.96046e-08,2.02792,212.284,27.0908,241.403,0,0.011125,14.1967
1200,0.180197,0,0,18,5.96046e-08,3.06503,212.392,26.3168,241.774,0,0.011042,14.3122
1210,0.238237,0,0,21,5.96046e-08,1.61367,212.402,27.7949,241.811,0,0.01075,14.4257
1220,0.20607,0,0,17,5.96046e-08,1.95601,212.321,26.8117,241.089,0,0.010833,14.5405
1230,0.240306,0,0,19,5.96046e-08,2.22296,212.211,26.9091,241.344,0,0.010958,14.6527
1240,0.209928,0,0,28,5.96046e-08,2.66343,212.121,26.5287,241.313,0,0.011083,14.7625
1250,0.242119,0,0,12,5.96046e-08,1.32478,211.968,28.2666,241.56,0,0.012,14.8776
1260,0.191652,0,0,22,5.96046e-08,2.08091,211.905,26.7718,240.758,0,0.01125,14.9917
