step,max_stretch_error,ground_penetrations,max_ground_pen,sphere_penetrations,max_sphere_pen,kinetic_energy,potential_energy,spring_energy,total_energy,has_nan_inf,step_time_ms,cumulative_time_ms
0,0,0,0,0,0,0,2452.5,0,2452.5,0,0,0
10,0,0,0,0,0,7.32207,2444.31,0,2451.63,0,0.013459,0.135167
20,0,0,0,0,0,28.5688,2421.48,0,2450.05,0,0.012583,0.275707
30,0,0,0,0,0,62.7083,2384.35,0,2447.06,0,0.012708,0.404166
40,0,0,0,0,0,108.766,2333.36,0,2442.13,0,0.013375,0.533373
50,0,0,0,0,0,165.825,2268.74,0,2434.57,0,0.012333,0.661165
60,0,0,0,0,0,233.021,2190.91,0,2423.93,0,0.013625,0.791
70,0,0,0,0,0,309.542,2100.14,0,2409.68,0,0.013583,0.918
80,0,0,0,0,0,394.613,1996.77,0,2391.38,0,0.012667,1.04292
90,0,0,0,0,0,487.522,1881.12,0,2368.64,0,0.013125,1.17171
100,0,0,0,0,0,587.591,1753.52,0,2341.11,0,0.012584,1.29921
110,0,0,0,0,0,694.174,1614.2,0,2308.38,0,0.01225,1.42209
120,0,0,0,0,0,806.682,1463.48,0,2270.16,0,0.012625,1.55375
130,0,0,0,0,0,924.532,1301.66,0,2226.19,0,0.013375,1.68463
140,0,0,0,0,0,1047.21,1129,0,2176.21,0,0.012458,1.81359
150,0,0,0,0,0,1174.23,945.768,0,2120,0,0.012333,1.93846
160,0,0,0,0,0,1305.09,752.218,0,2057.31,0,0.012166,2.06408
170,0.42662,0,0,5,5.96046e-08,1336.2,556.211,38.85,1931.26,0,0.012458,2.19221
180,0.487521,0,0,17,5.96046e-08,1322.78,367.176,167.131,1857.08,0,0.012875,2.32275
190,0.670012,0,0,16,5.96046e-08,1233.5,191.52,369.902,1794.92,0,0.012583,2.45258
200,0.965554,0,0,15,5.96046e-08,148.061,105.313,497.262,750.636,0,0.012541,2.58313
210,1.0803,0,0,22,5.96046e-08,168.125,114.869,426.685,709.679,0,0.013,2.71321
220,0.439479,0,0,6,5.96046e-08,223.943,156.614,289.874,670.43,0,0.014209,2.84883
230,0.390841,0,0,18,5.96046e-08,255.15,204.288,175.635,635.073,0,0.0125,2.97929
240,0.564253,0,0,16,5.96046e-08,241.564,248.494,122.373,612.431,0,0.013541,3.10825
250,0.316669,0,0,8,5.96046e-08,184.706,287.519,105.606,577.832,0,0.01225,3.23546
260,0.513485,0,0,7,5.96046e-08,134.459,318.951,96.7285,550.138,0,0.013209,3.36046
270,0.371268,0,0,8,5.96046e-08,115.372,341.059,92.2664,548.697,0,0.011875,3.48854
280,0.297081,0,0,0,0,94.1289,352.314,92.0384,538.481,0,0.012,3.61363
290,0.28464,0,0,1,5.96046e-08,90.714,349.147,94.9847,534.846,0,0.011834,3.737
300,0.334239,0,0,3,5.96046e-08,103.431,332.927,87.6372,523.995,0,0.011917,3.85454
310,0.329146,0,0,12,5.96046e-08,109.541,306.438,96.4819,512.461,0,0.01225,3.97917
320,0.378553,0,0,9,5.96046e-08,137.426,275.258,87.1844,499.868,0,0.013292,4.10496
330,0.321534,0,0,8,5.96046e-08,102.011,244.612,106.632,453.255,0,0.01225,4.23058
340,0.371874,0,0,27,5.96046e-08,84.1156,233.887,111.611,429.613,0,0.012667,4.35808
350,0.31991,0,0,18,5.96046e-08,67.361,235.493,110.043,412.896,0,0.012167,4.48175
360,0.257926,0,0,21,5.96046e-08,76.5025,246.491,78.3425,401.336,0,0.013292,4.61162
370,0.265603,0,0,23,5.96046e-08,67.7963,255.746,72.4468,395.99,0,0.015292,4.75408
380,0.2706,0,0,28,5.96046e-08,63.0632,259.138,61.7949,383.996,0,0.012708,4.88429
390,0.242731,0,0,17,5.96046e-08,59.3065,258.633,54.764,372.703,0,0.013333,5.01258
400,0.256965,0,0,17,5.96046e-08,54.1288,255.415,52.8584,362.402,0,0.01325,5.14137
410,0.306892,0,0,12,5.96046e-08,43.1204,251.356,59.4643,353.941,0,0.013291,5.26829
420,0.208923,0,0,16,5.96046e-08,38.1353,247.958,54.1257,340.219,0,0.012708,5.39608
430,0.333755,0,0,16,5.96046e-08,39.4432,245.988,51.5279,336.959,0,0.01225,5.52379
440,0.258228,0,0,17,5.96046e-08,39.9481,244.411,48.2171,332.576,0,0.027666,5.66475
450,0.265643,0,0,19,5.96046e-08,35.4028,243.353,46.7829,325.539,0,0.011791,5.7897
460,0.351204,0,0,20,5.96046e-08,33.7357,240.778,48.0766,322.59,0,0.012083,5.91591
470,0.278826,0,0,19,5.96046e-08,35.6889,236.651,49.2113,321.551,0,0.012209,6.04099
480,0.265666,0,0,20,5.96046e-08,30.3416,231.413,53.1677,314.923,0,0.01325,6.16949
490,0.330098,0,0,22,5.96046e-08,26.7604,225.371,58.8904,311.022,0,0.013083,6.29299
500,0.274018,0,0,21,5.96046e-08,26.4259,221.293,59.9277,307.646,0,0.01225,6.41562
510,0.250228,0,0,18,5.96046e-08,30.112,219.533,56.221,305.866,0,0.012167,6.54153
520,0.257783,0,0,19,5.96046e-08,26.2827,220.233,52.2519,298.768,0,0.016667,6.67628
530,0.243936,0,0,14,5.96046e-08,20.8287,220.512,53.9034,295.244,0,0.012333,6.80358
540,0.265059,0,0,13,5.96046e-08,23.1364,219.792,51.1916,294.12,0,0.015584,6.93991
550,0.267821,0,0,23,5.96046e-08,19.9077,218.236,51.4842,289.628,0,0.013708,7.0747
560,0.262171,0,0,23,5.96046e-08,16.2127,218.302,51.4601,285.975,0,0.012167,7.19887
570,0.272697,0,0,23,5.96046e-08,18.674,219.896,44.5269,283.096,0,0.012375,7.32433
580,0.25087,0,0,16,5.96046e-08,17.5009,220.939,41.0368,279.477,0,0.012375,7.45237
590,0.240359,0,0,20,5.96046e-08,15.0127,221.916,39.6089,276.538,0,0.011375,7.56995
600,0.21901,0,0,16,5.96046e-08,14.3388,222.891,37.4399,274.67,0,0.0115,7.6862
610,0.176201,0,0,16,5.96046e-08,12.7251,224.292,35.3371,272.355,0,0.012375,7.80291
620,0.233619,0,0,16,5.96046e-08,10.9112,225.529,32.8019,269.242,0,0.012334,7.91999
630,0.198087,0,0,16,5.96046e-08,11.4554,226.069,30.9412,268.466,0,0.011333,8.03687
640,0.248258,0,0,14,5.96046e-08,10.8283,226.019,29.2066,266.054,0,0.011459,8.15428
650,0.207228,0,0,14,5.96046e-08,10.5958,224.636,29.3831,264.615,0,0.012333,8.2702
660,0.198399,0,0,16,5.96046e-08,10.6208,222.476,29.2469,262.343,0,0.011959,8.38908
670,0.220953,0,0,19,5.96046e-08,7.94472,220.063,33.4269,261.435,0,0.011417,8.51982
680,0.205803,0,0,21,5.96046e-08,9.81955,217.661,33.1957,260.676,0,0.011125,8.63628
690,0.201864,0,0,15,5.96046e-08,9.25886,215.41,34.1476,258.817,0,0.011208,8.75312
700,0.216412,0,0,20,5.96046e-08,7.55334,213.778,35.6508,256.982,0,0.012208,8.87028
710,0.277002,0,0,19,5.96046e-08,6.82101,213.018,37.4608,257.3,0,0.012292,8.98774
720,0.231014,0,0,17,5.96046e-08,8.48283,213.081,35.1364,256.7,0,0.0115,9.10599
730,0.217246,0,0,13,5.96046e-08,7.03434,213.732,33.0373,253.804,0,0.011208,9.22266
740,0.276676,0,0,16,5.96046e-08,4.77006,214.618,34.5779,253.966,0,0.011833,9.34153
750,0.190723,0,0,18,5.96046e-08,7.11163,215.865,30.9947,253.972,0,0.012166,9.45854
760,0.182855,0,0,22,5.96046e-08,6.50193,216.64,27.5788,250.721,0,0.011833,9.57745
770,0.218711,0,0,21,5.96046e-08,4.56784,216.919,29.6569,251.144,0,0.011167,9.69328
780,0.202179,0,0,21,5.96046e-08,5.70977,216.598,30.2141,252.521,0,0.011334,9.80908
790,0.199724,0,0,13,5.96046e-08,6.73294,216.031,27.2945,250.058,0,0.012291,9.92612
800,0.220903,0,0,16,5.96046e-08,3.7341,215.14,30.4969,249.371,0,0.012416,10.0606
810,0.241815,0,0,23,5.96046e-08,5.1039,214.097,31.1979,250.399,0,0.012084,10.1811
