step,max_stretch_error,ground_penetrations,max_ground_pen,sphere_penetrations,max_sphere_pen,kinetic_energy,potential_energy,spring_energy,total_energy,has_nan_inf,step_time_ms,cumulative_time_ms
0,0,0,0,0,0,0,4291.86,0,4291.86,0,0,0
10,0,0,0,0,0,7.32207,4283.72,0,4291.04,0,0.01025,0.107792
20,0,0,0,0,0,28.5688,4260.86,0,4289.43,0,0.010125,0.213001
30,0,0,0,0,0,62.7083,4223.77,0,4286.48,0,0.010666,0.319125
40,0,0,0,0,0,108.766,4172.7,0,4281.46,0,0.012042,0.440041
50,0,0,0,0,0,165.825,4108.12,0,4273.95,0,0.010333,0.54504
60,0,0,0,0,0,233.021,4030.29,0,4263.32,0,0.010833,0.650664
70,0,0,0,0,0,309.542,3939.51,0,4249.06,0,0.010667,0.755538
80,0,0,0,0,0,394.613,3836.17,0,4230.79,0,0.01225,0.915747
90,0,0,0,0,0,487.522,3720.52,0,4208.04,0,0.101334,1.13233
100,0,0,0,0,0,587.591,3592.87,0,4180.46,0,0.012416,1.257
110,0,0,0,0,0,694.174,3453.56,0,4147.73,0,0.012125,1.37737
120,0,0,0,0,0,806.682,3302.87,0,4109.56,0,0.010667,1.48479
130,0,0,0,0,0,924.532,3141.02,0,4065.56,0,0.012125,1.60608
140,0,0,0,0,0,1047.21,2968.39,0,4015.6,0,0.01225,1.72883
150,0,0,0,0,0,1174.23,2785.14,0,3959.38,0,0.012084,1.85345
160,0,0,0,0,0,1305.09,2591.57,0,3896.66,0,0.012042,1.9737
170,0,0,0,0,0,1439.39,2388,0,3827.39,0,0.01225,2.09908
180,0,0,0,0,0,1576.71,2174.58,0,3751.29,0,0.012417,2.22475
190,0,0,0,0,0,1716.67,1951.6,0,3668.27,0,0.012125,2.34608
200,0,0,0,0,0,1858.88,1719.28,0,3578.17,0,0.012208,2.46704
210,0,0,0,0,0,2003.02,1477.89,0,3480.91,0,0.011791,2.58879
220,0,0,0,0,0,2148.81,1227.6,0,3376.41,0,0.011958,2.71233
230,0,0,0,0,0,2295.91,968.667,0,3264.57,0,0.012125,2.8335
